Employer,Total_Hires,Avg_Hourly_Wage,Majors_Served,Industries_Served,Years_Active,Seasons_Active,Remote_Rate
Letzer LLC,1,17.0,1,1,1,1,0.0
Level Up,1,17.0,1,1,1,1,0.0
Level Up Cincinnati,1,12.88,1,1,1,1,0.0
Level Up USA,2,32.5,1,2,1,1,0.0
LevelUp Campaigns,1,17.0,1,1,1,1,0.0
Leverone & Associates,1,17.0,1,1,1,1,0.0
"Leverone & Associates, Inc",1,17.0,1,1,1,1,0.0
"Leverone & Associates, Inc II",2,23.0,1,1,1,2,0.0
"Leverone & Associates, Inc III",1,20.5,1,1,1,1,0.0
Levy Restaurants,1,17.0,1,1,1,1,0.0
Levy restaurants,1,18.0,1,1,1,1,0.0
LexisNexis,1,15.0,1,1,1,1,0.0
Lextant,1,17.0,1,1,1,1,0.0
Lextant Corporation,1,17.0,1,1,1,1,0.0
Liberty Mutual Insurance,19,18.36842105263158,4,1,4,3,0.0
Life Forward,2,12.690000000000001,2,1,2,2,0.0
Lifebanc,1,5.0,1,1,1,1,0.0
Lifesci Capital,1,18.0,1,1,1,1,0.0
Lifestyle Communities,1,17.0,1,1,1,1,0.0
Lifetime Financial Growth,4,39.75,3,2,2,1,0.0
"Lifetime Financial Growth, LLC",2,33.0,1,2,2,1,0.0
Lifetime Quality Roofing,4,18.75,1,1,3,3,0.0
Lighting Systems of Columbus,1,17.0,1,1,1,1,0.0
Lightship Capital Foundation,1,15.0,1,1,1,1,0.0
Lime,1,17.0,1,1,1,1,0.0
Lincoln Financial Group,4,13.5,2,1,2,3,0.0
Lincoln International,1,108.33,1,1,1,1,0.0
Lindner Career Services,1,15.0,1,1,1,1,0.0
Lindner Office of Inclusive Excellence,1,17.0,1,1,1,1,0.0
Linkedin Corporation,1,24.0,1,1,1,1,0.0
Literacy Network of Greater Cincinnati,1,12.88,1,1,1,1,0.0
"Lithko Contracting, LLC",1,20.0,1,1,1,1,0.0
LivCor,1,30.0,1,1,1,1,0.0
Live Nation,1,16.0,1,1,1,1,0.0
Live Nation Entertainment,1,15.0,1,1,1,1,0.0
Live Reps Call Center,1,16.0,1,1,1,1,0.0
Live Well Collaborative,2,17.0,1,1,1,2,0.0
Local Creator Studio,1,17.0,1,1,1,1,0.0
Local Konnect,1,17.0,1,1,1,1,0.0
Location3,1,13.0,1,1,1,1,0.0
Location3 Media,1,13.0,1,1,1,1,0.0
"Locey, Mitchell & Associates, Ltd",1,20.0,1,1,1,1,0.0
Lock Logistics LLC,1,15.0,1,1,1,1,0.0
Lockheed Martin,1,26.45,1,1,1,1,0.0
Lohre & Associates,2,17.0,1,1,1,2,0.0
London Computer Systems,6,16.833333333333332,2,1,4,3,0.0
Lordstown Motors,1,21.0,1,1,1,1,0.0
Losant IoT,1,20.0,1,1,1,1,0.0
LouCity FC and Racing Louisville,1,17.0,1,1,1,1,0.0
LouCity FC and Racing Louisville FC,1,17.0,1,1,1,1,0.0
Louisville Water Company,1,20.71,1,1,1,1,0.0
"Lounsbury Excavating, Inc",1,16.0,1,1,1,1,0.0
Loveland Bike Rental,1,17.0,1,1,1,1,0.0
Loyalty360,4,12.0,2,1,2,2,0.0
Lubrizol Corporation,12,24.343333333333334,5,2,4,3,0.0
Lucas Oil Late Model Dirt Series,1,15.0,1,1,1,1,0.0
Luma Financial Technologies,1,15.0,1,1,1,1,0.0
Luxfer Gas Cylinders,3,18.0,2,1,2,3,0.0
Luxfer Magtech,3,18.0,2,1,1,2,0.0
Luxottica,7,16.0,5,3,2,3,0.0
Luxottica Group,18,15.383333333333333,9,1,3,3,0.0
Lykins Energy Solutions,1,12.0,1,1,1,1,0.0
Lynx Specialty Insurance,15,18.266666666666666,3,1,3,3,0.0
Lyons Magnus,1,14.0,1,1,1,1,0.0
M/I Homes - Residential Home Builder,5,17.4,3,1,3,3,0.0
MACKEY,2,17.5,2,1,2,1,0.0
MACRO SOLUTIONS,1,20.0,1,1,1,1,0.0
MADE Hoops,2,14.75,1,1,2,2,0.0
MAHLE,1,22.0,1,1,1,1,0.0
MAI Capital Management,1,20.59,1,1,1,1,0.0
MAST Global Logistics: A Division of L Brands,2,21.0,2,1,2,2,0.0
MBK Cincinnati,1,17.0,1,1,1,1,0.0
MCF Advisors LLC,1,11.0,1,1,1,1,0.0
MCM,1,22.5,1,1,1,1,0.0
MCM CPAs & Advisors LLP,14,22.357142857142858,6,1,2,1,0.0
MDM Wealth Management,1,17.0,1,1,1,1,0.0
MEMI,1,10.0,1,1,1,1,0.0
METTLER TOLEDO,7,17.714285714285715,3,1,4,3,0.0
"MEVA Formwork Systems, Inc",1,17.0,1,1,1,1,0.0
MICA Guides,1,60.0,1,1,1,1,0.0
MLTPLY inc,1,18.0,1,1,1,1,0.0
MMB CPAs & Advisors,1,28.0,1,1,1,1,0.0
MOD Network LLC,1,20.0,1,1,1,1,0.0
MOJO,1,15.0,1,1,1,1,0.0
MSI Utilities,1,17.0,1,1,1,1,0.0
MTC The Content Agency,1,17.0,1,1,1,1,0.0
"MUC Holdings, LLC",2,15.0,1,1,2,1,0.0
MVAH Partners,3,18.0,2,1,1,2,0.0
Maastricht University,1,11.5,1,1,1,1,0.0
MacLean-Fogg,2,18.0,1,1,2,2,0.0
Macey Ventures LLC,1,15.0,1,1,1,1,0.0
Machintek Corporation,1,14.0,1,1,1,1,0.0
Mackey Advisors,1,12.75,1,1,1,1,0.0
Macquarie Group,1,141.67,1,1,1,1,0.0
Macy's,2,15.0,1,1,2,2,0.0
"Macy's, Inc",14,17.771428571428572,7,2,5,3,0.0
Macys,1,20.0,1,1,1,1,0.0
Madewell Restoration,1,17.0,1,1,1,1,0.0
Magnified Giving,1,10.0,1,1,1,1,0.0
Magnolia Bluffs Casino & Hotel,1,10.0,1,1,1,1,0.0
Main Street Portsmouth In Bloom,1,17.0,1,1,1,1,0.0
Majestic Springs Golf Course,1,10.0,1,1,1,1,0.0
Make It Plain Consulting,1,21.0,1,1,1,1,0.0
Makino,9,16.97222222222222,5,1,4,2,0.0
Makino Inc,15,17.716666666666665,6,1,5,3,0.0
Makino Manufacturing,1,17.0,1,1,1,1,0.0
Maleika Huff at Emory University,1,16.0,1,1,1,1,0.0
Maloney and Novotny,1,25.0,1,1,1,1,0.0
Management & Beyond,1,15.0,1,1,1,1,0.0
Mane,1,15.0,1,1,1,1,0.0
Mane USA,1,18.0,1,1,1,1,0.0
Mapvision Inc,1,18.0,1,1,1,1,0.0
Marathon,1,18.75,1,1,1,1,0.0
Marathon Petroleum Company,15,19.836000000000002,6,2,6,3,0.0
Marcum LLP,2,20.5,2,1,2,2,0.0
Marcus & Millichap,5,12.05,3,1,2,2,0.0
Marcus Thomas LLC,1,13.0,1,1,1,1,0.0
Marcus and Millichap,1,8.55,1,1,1,1,0.0
Margaret Mary Health,1,11.25,1,1,1,1,0.0
Mariemont School Foundation,1,12.0,1,1,1,1,0.0
Mariner,1,20.59,1,1,1,1,0.0
Mariner Wealth Advisors,2,23.295,2,2,2,1,0.0
Mark Reardon,1,15.0,1,1,1,1,0.0
Mark Williams Auto Group,1,17.0,1,1,1,1,0.0
Market Vision Research,1,17.0,1,1,1,1,0.0
Marketing with Class,1,15.0,1,1,1,1,0.0
"Marmon Holdings, Inc",1,22.0,1,1,1,1,0.0
Marque Engineering,12,16.541666666666668,2,1,5,3,0.0
"Marriott International, Inc",1,15.88,1,1,1,1,0.0
Mars Electric,1,18.0,1,1,1,1,0.0
Marsh Berry,1,17.0,1,1,1,1,0.0
MarshBerry,1,17.0,1,1,1,1,0.0
Martin Trunnion Tables,1,12.5,1,1,1,1,0.0
Martin and Associates,3,17.0,2,1,1,2,0.0
Marvin,1,18.0,1,1,1,1,0.0
MassMutual,1,18.5,1,1,1,1,0.0
MassMutual Ascend,14,20.064285714285713,4,2,4,3,0.0
Master Provisions,1,12.5,1,1,1,1,0.0
Masterflex,1,31.25,1,1,1,1,0.0
Masterflex Group,1,17.0,1,1,1,1,0.0
Material Handling Systems,2,19.0,1,1,1,2,0.0
Matt Castrucciâ€™s Auto Mall of Dayton,1,17.0,1,1,1,1,0.0
Matthews International,1,17.0,1,1,1,1,0.0
Matthews International (Matthews Automation Solutions),1,17.0,1,1,1,1,0.0
Maura Bassman Events,1,10.0,1,1,1,1,0.0
Maxelle Mortgage,1,20.0,1,1,1,1,0.0
"Maxim Crane Works, LP",4,16.0,1,1,2,2,0.0
Maximum CQ,1,17.0,1,1,1,1,0.0
Mayerson JCC,1,15.0,1,1,1,1,0.0
Mayfield Sand Ridge Club,1,14.5,1,1,1,1,0.0
Mayvin,1,21.0,1,1,1,1,0.0
Maywic Select Investments,1,17.0,1,1,1,1,0.0
McGohan Brabender,11,15.272727272727273,2,1,5,3,0.0
McKinsey & Company,1,20.0,1,1,1,1,0.0
McManis Accounting & Tax Services,1,15.0,1,1,1,1,0.0
Meaden & Moore,1,23.0,1,1,1,1,0.0
MedUS Healthcare,1,15.4,1,1,1,1,0.0
MedVet Medical & Cancer Centers for Pets,1,18.5,1,1,1,1,0.0
Medical Advisors Group,1,43.75,1,1,1,1,0.0
Medical Mutual of Ohio,2,19.0,2,2,2,1,0.0
Medina County Convention and Visitor's Bureau,1,17.0,1,1,1,1,0.0
"Medline Industries, Inc",1,22.0,1,1,1,1,0.0
Medpace,17,18.08823529411765,8,1,7,3,0.0
"Medpace, Inc",77,18.116883116883116,13,2,7,3,0.0
MegaCorp Logistics LLC,14,14.0,4,1,6,3,0.0
MegaCorp Pavilion,1,15.0,1,1,1,1,0.0
Meijer,3,17.333333333333332,2,1,2,1,0.0
Merchandise Inc,1,12.0,1,1,1,1,0.0
Merchants Bank of Indiana,1,17.0,1,1,1,1,0.0
Mercury Marine,1,18.0,1,1,1,1,0.0
Mercy Health,5,15.6,4,1,2,2,0.0
"Meridian Bioscience, Inc",2,22.0,1,1,1,2,0.0
Meridiana Texas,1,15.0,1,1,1,1,0.0
Meritor,53,17.82,8,2,4,3,0.0
Meritor Automotive,1,16.5,1,1,1,1,0.0
"Meritor, Inc",2,17.75,1,1,2,2,0.0
"Merkle & Merkle, ltd",3,19.666666666666668,1,1,3,1,0.0
Merrill Lynch,2,17.5,2,2,1,2,0.0
Merrill Lynch Wealth Management,1,15.0,1,1,1,1,0.0
Merus,8,17.625,4,2,2,3,0.0
Merus (formerly Al. Neyer),1,17.0,1,1,1,1,0.0
Messer,1,15.0,1,1,1,1,0.0
Messer Co,1,17.0,1,1,1,1,0.0
Messer Construction Co,28,15.410714285714286,9,1,7,3,0.0
MetLife,1,22.0,1,1,1,1,0.0
Metal Panel Systems,1,17.0,1,1,1,1,0.0
Metalex Manufacturing,1,16.0,1,1,1,1,0.0
Metropolitian Holdings,1,17.0,1,1,1,1,0.0
Miami Valley Golf Club,1,15.0,1,1,1,1,0.0
Michael A. Veneman,1,15.0,1,1,1,1,0.0
Michelman Inc,1,16.0,1,1,1,1,0.0
Michigan International Speedway,1,12.0,1,1,1,1,0.0
Microsoft,2,18.0,1,1,2,1,0.0
Midcontinent Independent System Operator (MISO),1,26.0,1,1,1,1,0.0
Midmark Corporation,3,17.0,3,1,2,2,0.0
Midstate Financial Solutions LLC,1,17.0,1,1,1,1,0.0
Midwest Automotive Equipment Sales and Service,1,17.0,1,1,1,1,0.0
Midwest Best BBQ,2,16.0,1,1,2,2,0.0
"Midwest CPA, LLC",8,17.375,1,2,3,3,0.0
Mike Dailey / State Farm Insurance Agency,1,14.0,1,1,1,1,0.0
Mike's Carwash,1,16.15,1,1,1,1,0.0
Mil Mujeres,1,12.88,1,1,1,1,0.0
Milacron,4,17.0,3,1,3,3,0.0
Milex Logistics,2,17.0,2,1,2,2,0.0
Milex Logistics LLC,2,15.5,2,1,2,2,0.0
Milex logistics,1,17.0,1,1,1,1,0.0
Miller Valentine Investments,1,21.0,1,1,1,1,0.0
Miller Weldmaster,1,18.0,1,1,1,1,0.0
Milliman,1,20.0,1,1,1,1,0.0
Milton & Sons Flooring LLC,1,17.0,1,1,1,1,0.0
Mindful HealthCare Agency,1,17.0,1,1,1,1,0.0
Mindgruvemacarta,1,17.0,1,1,1,1,0.0
Mingles Soft Serve,1,17.0,1,1,1,1,0.0
Minority Masterminds,1,17.0,1,1,1,1,0.0
Mission Underwriters,1,17.0,1,1,1,1,0.0
Mission University,1,15.0,1,1,1,1,0.0
"Mitchell Insurance Agency, Inc",4,17.25,2,1,3,2,0.0
Mitsubishi,1,17.0,1,1,1,1,0.0
Mitsubishi Electric,1,20.1,1,1,1,1,0.0
Mitsubishi Electric Automotive America,6,19.75,2,1,2,3,0.0
"Mitsubishi Electric US, Inc",1,20.15,1,1,1,1,0.0
Mizuho Americas LLC,1,35.0,1,1,1,1,0.0
Modula Inc,1,20.0,1,1,1,1,0.0
Moeller Trucking Inc,1,17.0,1,1,1,1,0.0
Mohawk Global,1,15.0,1,1,1,1,0.0
Mohawk Global Logistics,2,15.0,1,1,1,2,0.0
Molson Coors Beverage Company,1,19.5,1,1,1,1,0.0
Monarch Investment and Management Group,1,12.0,1,1,1,1,0.0
Mondelez International,1,13.0,1,1,1,1,0.0
MondelÄ“z International,1,18.0,1,1,1,1,0.0
Monhollen Landscaping LLC,1,15.0,1,1,1,1,0.0
Monti Inc,3,17.333333333333332,3,1,3,1,0.0
"Monti, Inc",1,15.0,1,1,1,1,0.0
Monument Records,1,7.25,1,1,1,1,0.0
Moonslate Consulting,1,17.0,1,1,1,1,0.0
Morgan Stanley,5,16.4,4,3,4,3,0.0
Morgan Stanley Wealth Management,1,16.0,1,1,1,1,0.0
"Morris Furniture Company, Inc",1,16.0,1,1,1,1,0.0
Moss & Associates (Energy & Construction),2,22.5,1,1,2,2,0.0
Moss Construction,2,17.0,1,1,1,2,0.0
Motion Industries,1,15.0,1,1,1,1,0.0
Motiv,6,17.833333333333332,3,2,3,3,0.0
Motor City Stamping Inc,1,15.0,1,1,1,1,0.0
Motus Freight,2,15.0,1,1,1,2,0.0
Motz Engineering,1,15.0,1,1,1,1,0.0
Mount Carmel Health System,1,15.0,1,1,1,1,0.0
Moyyn,1,17.0,1,1,1,1,0.0
Mr Roof,1,17.0,1,1,1,1,0.0
Mubea,10,18.1,3,1,6,3,0.0
Mueller Corporation,1,18.0,1,1,1,1,0.0
Mueller Roofing Distributors,1,16.5,1,1,1,1,0.0
"Munich Reinsurance America, Inc. (Property & Casualty Insurance)",2,18.0,1,1,1,2,0.0
Museema,1,17.0,1,1,1,1,0.0
Music & Event Management Inc,1,10.0,1,1,1,1,0.0
Music for All,1,10.0,1,1,1,1,0.0
Must Lawn and Landscape,1,17.0,1,1,1,1,0.0
Mutual of Omaha,1,17.0,1,1,1,1,0.0
My Brothers' Keeper,1,12.88,1,1,1,1,0.0
MyCommunity.Today Inc,1,15.0,1,1,1,1,0.0
Myriad,1,17.0,1,1,1,1,0.0
Myriad Genetics Inc,5,21.6,3,1,3,3,0.0
"Myriad Genetics, Inc",2,18.0,1,1,1,1,0.0
Myriad Neuroscience,7,18.714285714285715,2,1,3,3,0.0
N Wasserstrom,1,17.0,1,1,1,1,0.0
NAI Bergman,1,17.0,1,1,1,1,0.0
NASCAR Enterprises LLC,1,15.0,1,1,1,1,0.0
NBCUniversal,1,12.0,1,1,1,1,0.0
NELSON,1,16.5,1,1,1,1,0.0
NELSON Worldwide,1,15.5,1,1,1,1,0.0
NISBET BROWER,1,16.0,1,1,1,1,0.0
NKY Apartments,1,17.0,1,1,1,1,0.0
NVIDIA,2,17.0,1,1,2,1,0.0
Naked Lime Marketing,1,13.0,1,1,1,1,0.0
Narratize,1,15.0,1,1,1,1,0.0
National Aeronautics and Space Administration (NASA),4,52.807500000000005,2,1,3,2,0.0
National Alliance on Mental Illness Wood County,1,17.0,1,1,1,1,0.0
National Corporate Housing,3,17.666666666666668,2,1,2,1,0.0
National Design Mart,1,15.5,1,1,1,1,0.0
National Futures Association,2,17.0,1,1,2,1,0.0
National Inventors Hall of Fame,1,10.5,1,1,1,1,0.0
National Logistics Services LLC,1,16.0,1,1,1,1,0.0
National Retail Federation,2,17.3,1,1,1,2,0.0
National Science Foundation REU program at Texas A&M Kingsville,1,8.33,1,1,1,1,0.0
National TAB,6,15.166666666666666,1,1,2,3,0.0
Nationwide,9,19.833333333333332,4,1,5,3,0.0
Nationwide Insurance,2,17.0,1,2,1,1,0.5
Nationwide Mutual Insurance,1,17.0,1,1,1,1,0.0
Nationwide Mutual Insurance Company,1,17.0,1,1,1,1,0.0
NaviStone,6,15.166666666666666,3,1,4,3,0.0
Naviam,1,17.0,1,1,1,1,0.0
"Navian Capital, LLC",1,15.0,1,1,1,1,0.0
Necco,3,23.973333333333333,3,1,3,3,0.0
Needham & Company,2,9.665,1,1,1,1,0.0
Neeuro,1,55.0,1,1,1,1,0.0
Nehemiah Manufacturing,3,16.666666666666668,2,2,2,2,0.0
Nehemiah Manufacturing Co,4,17.25,2,1,2,3,0.0
Nelnet,1,20.0,1,1,1,1,0.0
Nelnet Business Services,1,20.0,1,1,1,1,0.0
NephoSec,1,15.0,1,1,1,1,0.0
Nestle,2,18.0,1,1,1,2,0.0
Nestle USA,1,18.0,1,1,1,1,0.0
Neural Payements,1,17.0,1,1,1,1,0.0
New Life Furniture Bank,2,17.0,1,1,1,2,0.0
Newell Brands,1,20.0,1,1,1,1,0.0
Newmark,1,15.0,1,1,1,1,0.0
Newmark Knight Frank (NKF),1,16.0,1,1,1,1,0.0
Newport Aquarium,1,15.0,1,1,1,1,0.0
Newport News Shipbuilding,1,42.02,1,1,1,1,0.0
"Next Generation Fuel, LLC",1,20.0,1,1,1,1,0.0
"NextEra Energy, Inc",1,19.0,1,1,1,1,0.0
"NextGen Federal Systems, LLC",1,9.0,1,1,1,1,0.0
Neyer Management,1,17.0,1,1,1,1,0.0
"Neyer Properties, Inc",16,16.78125,5,1,6,3,0.0
"NiSource, Inc",1,16.0,1,1,1,1,0.0
"Nichefire, Inc",1,20.0,1,1,1,1,0.0
"Niehaus Law Office, LLC",1,18.0,1,1,1,1,0.0
Nielsen,10,19.0,6,2,3,3,0.1
Nielsen Catalina Solutions,4,19.25,3,1,3,2,0.25
Night Dispatch LLC,1,17.0,1,1,1,1,0.0
Nikki Shah Insurance Agency Inc,1,15.0,1,1,1,1,0.0
Nimble Robotics,1,15.0,1,1,1,1,0.0
Nordstrom,2,20.25,1,1,2,1,0.0
North American Bancard,1,22.0,1,1,1,1,0.0
North American Properties,13,15.826923076923077,3,1,2,3,0.0
North Point Ministries,1,20.0,1,1,1,1,0.0
North Wind Papers Pvt. Ltd,1,17.0,1,1,1,1,0.0
NorthAvenue Financial Advocates,3,17.333333333333332,1,1,2,3,0.0
NorthMarq Capital,1,17.0,1,1,1,1,0.0
"NorthStar Financial Services Group, LLC",2,15.0,1,1,1,2,0.0
Northern Kentucky Symphony DBA Kentucky Symphony Orchestra,1,13.75,1,1,1,1,0.0
Northmarq,2,19.0,2,1,2,1,0.0
Northrup Grumman,1,19.0,1,1,1,1,0.0
Northwestern - Cincinnati,1,12.62,1,1,1,1,0.0
Northwestern Mutual,41,21.210975609756098,8,4,7,3,0.0
Northwestern Mutual - Cincinnati,1,17.0,1,1,1,1,0.0
Northwestern Mutual Investment Services,3,17.0,3,1,1,1,0.0
Northwestern Mutual Stephens District Office 060 - A61,1,17.0,1,1,1,1,0.0
Northwestern Mutual West Chester,1,17.0,1,1,1,1,0.0
Northwestern Mutual- Sarasota,1,17.0,1,1,1,1,0.0
Novogradac & Company LLP,1,20.0,1,1,1,1,0.0
Novolex,2,18.0,2,1,1,2,0.0
"Novomer, Inc",1,62.5,1,1,1,1,0.0
NuGrowth Solutions,1,12.0,1,1,1,1,0.0
Nucor Raw Materials,1,18.0,1,1,1,1,0.0
Nucor Trademark Metals Recycling,1,17.0,1,1,1,1,0.0
Nurtur Holdings LLC,1,18.5,1,1,1,1,0.0
Nutrien,1,16.0,1,1,1,1,0.0
Nuveen,1,22.0,1,1,1,1,0.0
ODW Logistics,1,14.0,1,1,1,1,0.0
OKInteriors,1,17.0,1,1,1,1,0.0
OSC IntelliTrak,1,17.0,1,1,1,1,0.0
Oakwood Management Company,1,17.0,1,1,1,1,0.0
Oatey,1,15.0,1,1,1,1,0.0
Ogilvy & Mather,1,20.0,1,1,1,1,0.0
Ohio Army National Guard,1,16.0,1,1,1,1,0.0
Ohio Auditor of State,2,16.36,1,1,1,1,0.0
Ohio Bureau of Workers' Compensation,1,16.0,1,1,1,1,0.0
Ohio Department of Taxation,1,20.16,1,1,1,1,0.0
Ohio Insurance Agents Association,1,20.0,1,1,1,1,1.0
"Ohio Insurance Agents Association, Inc",1,16.5,1,1,1,1,0.0
Ohio Mutual Insurance Group,2,18.0,1,1,2,1,0.0
Ohio National Financial Services,8,25.63875,4,1,4,3,0.0
Ohio Transport,1,17.0,1,1,1,1,0.0
Ohio Valley Flooring,1,14.0,1,1,1,1,0.0
Ohio Valley Goodwill Industries,2,17.0,1,1,1,2,0.0
OhioHealth,1,16.0,1,1,1,1,0.0
Old National Bank,1,17.0,1,1,1,1,0.0
Olga Lorencin Skin Care,1,17.0,1,1,1,1,0.0
Olympic Steel,1,12.0,1,1,1,1,0.0
OmniCable,1,15.5,1,1,1,1,0.0
"Omnicare, Inc. aka CVS",1,11.0,1,1,1,1,0.0
Omnishield Pest Solutions,1,25.0,1,1,1,1,0.0
On the Rise Fitness,1,5.0,1,1,1,1,0.0
One Holland Restaurant Group,2,18.25,1,1,1,2,0.0
One Logistics Network,4,18.25,3,1,3,3,0.0
OneNKY Alliance,2,12.88,1,1,1,1,0.0
OneSight,1,12.88,1,1,1,1,0.0
OneSource Center for Nonprofit Excellence,1,12.88,1,1,1,1,0.0
Opera Technologies Inc,1,22.5,1,1,1,1,0.0
Operation Mobilization (OM),1,12.88,1,1,1,1,0.0
Optimal Path Finder,1,17.0,1,1,1,1,0.0
Oracle Netsuite,1,21.0,1,1,1,1,0.0
Orangetheory Fitness,1,10.0,1,1,1,1,0.0
Orangetheory Fitness/West Coast Fitness,1,17.0,1,1,1,1,0.0
Orchard Digital Marketing,6,16.666666666666668,2,1,3,3,0.0
Orchard Holdings Group,1,17.0,1,1,1,1,0.0
Oriental Wok,1,8.0,1,1,1,1,0.0
Origami Risk,1,18.0,1,1,1,1,0.0
Orion,1,17.0,1,1,1,1,0.0
Orion Advisor Solutions,1,15.0,1,1,1,1,0.0
Orion Group,1,16.0,1,1,1,1,0.0
Orion Portfolio Solutions,1,15.0,1,1,1,1,0.0
Orion Services Group,1,12.5,1,1,1,1,0.0
OrnamentShop,1,15.0,1,1,1,1,0.0
OrthoAlliance,3,17.0,1,1,2,3,0.0
Orveon Global,1,20.0,1,1,1,1,0.0
Oswald Companies,2,16.5,1,1,2,2,0.0
Oswald Company,1,17.0,1,1,1,1,0.0
Oswald Financial,1,17.0,1,1,1,1,0.0
"Outbound Technologies, Inc",1,15.0,1,1,1,1,0.0
Ovative,1,17.0,1,1,1,1,0.0
Over the Rhine Community Housing,2,12.5,1,1,2,2,0.0
Over-the-Rhine Community Housing,1,12.5,1,1,1,1,0.0
Oyler Hines,1,17.0,1,1,1,1,0.0
PAR Excellence Systems,1,17.0,1,1,1,1,0.0
PBR (Prep Baseball Report),1,17.0,1,1,1,1,0.0
PERRY proTECH,1,15.0,1,1,1,1,0.0
PIP Printing Marketing,1,12.5,1,1,1,1,0.0
PLS Financial,1,15.0,1,1,1,1,0.0
PNC,4,21.5,3,1,2,1,0.0
PNC Bank,1,28.5,1,1,1,1,0.0
PNC Financial Services,17,20.943529411764708,5,1,2,2,0.0
POPE Financial Planning,1,15.0,1,1,1,1,0.0
PPD,2,13.0,2,1,1,1,0.0
PREP Property Group,6,16.333333333333332,2,1,3,3,0.0
PRIMERICA,1,16.0,1,1,1,1,0.0
PROVIDOM Inc,2,28.125,1,1,1,2,0.0
"PVS Chemicals, Inc",1,16.0,1,1,1,1,0.0
PWC,1,17.0,1,1,1,1,0.0
Packaging Corporation of America,1,16.0,1,1,1,1,0.0
Page Industries,1,17.0,1,1,1,1,0.0
Pan-Pacific Mechanical,1,16.0,1,1,1,1,0.0
Panda Express,1,18.25,1,1,1,1,0.0
Panduit,1,17.0,1,1,1,1,0.0
"ParaPRO, LLC",1,15.0,1,1,1,1,0.0
Paramount Mortgage Corp,1,16.0,1,1,1,1,0.0
"Paramount Residential Mortgage Group, Inc",1,17.0,1,1,1,1,0.0
Parcrest Advisors,1,17.0,1,1,1,1,0.0
Park National Bank,4,15.46,3,1,3,3,0.0
Park Place Technologies,1,22.31,1,1,1,1,0.0
Parker Hannifin Corporation,6,17.166666666666668,3,1,5,1,0.0
Partner Advisors,3,17.0,1,1,2,3,0.0
PatientPoint,1,15.0,1,1,1,1,0.0
Paul Hemmer Company,1,20.0,1,1,1,1,0.0
Paycom,5,21.0,3,1,5,2,0.0
Paycor,82,18.13841463414634,15,1,6,3,0.0
Paycor Inc,1,17.0,1,1,1,1,0.0
Payload,1,17.0,1,1,1,1,0.0
Peach Tree Advocacy,1,13.0,1,1,1,1,0.0
Peak 6,1,17.0,1,1,1,1,0.0
Peak Real Estate and Management,1,10.0,1,1,1,1,0.0
Pearl Harbor Aviation Museum,1,12.88,1,1,1,1,0.0
Pebble Beach Company,1,12.0,1,1,1,1,0.0
Peck Hannaford + Briggs,1,15.5,1,1,1,1,0.0
Pelotonia,1,12.88,1,1,1,1,0.0
Penn State,1,6.67,1,1,1,1,0.0
Pension Corporation of America,1,16.0,1,1,1,1,0.0
Penske,1,23.0,1,1,1,1,0.0
Penske Entertainment | Indianapolis Motor Speedway | INDYCAR,3,12.166666666666666,1,1,2,2,0.0
"Penumbra, Inc",1,20.0,1,1,1,1,0.0
People Working Cooperatively,1,10.0,1,1,1,1,0.0
People's Bank,1,17.0,1,1,1,1,0.0
Pep,1,13.0,1,1,1,1,0.0
PepsiCo,8,19.3125,3,2,4,1,0.0
Pepulab,1,12.5,1,1,1,1,0.0
Perfect North Slopes,1,15.0,1,1,1,1,0.0
Perfetti Van Melle,14,16.928571428571427,6,1,5,3,0.0
Performance Automotive,1,17.0,1,1,1,1,0.0
Performance Automotive Network,1,17.0,1,1,1,1,0.0
"Performance Contracting, Inc",1,30.0,1,1,1,1,0.0
Performance Food Group,2,18.5,2,1,2,1,0.0
PetSmart,1,18.0,1,1,1,1,0.0
"Peter Cremer North America, LP",3,17.333333333333332,2,1,2,3,0.0
Petsmart,1,20.0,1,1,1,1,0.0
Pharma Logistics,1,20.0,1,1,1,1,0.0
PharmaVision,1,17.0,1,1,1,1,0.0
Pharmerica,1,17.0,1,1,1,1,0.0
Philips Edison,1,15.0,1,1,1,1,0.0
Philips Edison and Co,1,22.0,1,1,1,1,0.0
Phillips Edison & Company,173,17.485549132947977,19,2,7,3,0.0
Physna,1,20.0,1,1,1,1,0.0
Picture Health,1,20.0,1,1,1,1,0.0
Pilot Chemical,2,18.25,1,1,2,1,0.0
Pilot.com,1,17.0,1,1,1,1,0.0
Piper Sandler,1,15.0,1,1,1,1,0.0
Piqua Steel & Crane,1,17.0,1,1,1,1,0.0
Piqua Steel and Crane,1,17.0,1,1,1,1,0.0
"Pitcher, Enders & Drohan CPAs, Inc",2,23.0,1,1,1,2,0.0
Pivotal Housing Partners,3,18.0,2,1,1,2,0.0
Pixels + Ink Studio,1,18.0,1,1,1,1,0.0
Plaid Technologies,1,30.0,1,1,1,1,0.0
Plante Moran,17,25.705882352941178,4,1,6,2,0.0
"Plaskolite, LLC",1,13.0,1,1,1,1,0.0
Play Library,1,10.0,1,1,1,1,0.0
Plaza Properties,1,17.0,1,1,1,1,0.0
Plus Group,3,14.666666666666666,1,1,2,2,0.0
Plus Group of Companies,1,16.0,1,1,1,1,0.0
Podium Education,1,18.0,1,1,1,1,0.0
