Employer,Total_Hires,Avg_Hourly_Wage,Majors_Served,Industries_Served,Years_Active,Seasons_Active,Remote_Rate,Cluster_Tier,Tier_Name
Signal Security,1,17.5,1,1,1,1,0.0,1,Low-Engagement Employers
Signature Hardware,1,18.0,1,1,1,1,0.0,1,Low-Engagement Employers
Sihl Inc,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Silicon Valley Bank-Capital,1,20.0,1,1,1,1,0.0,1,Low-Engagement Employers
Simon Kucher,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Simon Says Stamp,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
SimpTech Solutions,1,13.0,1,1,1,1,0.0,1,Low-Engagement Employers
Sinclair Broadcast Group,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
SiriusXM,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
SiriusXM + Pandora,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
"SiteWorx, LLC",2,16.0,1,1,1,2,0.0,1,Low-Engagement Employers
Six Flags Entertainment Corporation,2,17.0,2,1,1,1,0.0,1,Low-Engagement Employers
Sizemore & Company,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Sizemore & Company LLC,3,15.333333333333334,2,1,3,2,0.0,2,Core Relationship Employers
Sizemore and Company,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
"Skanska USA, Inc",1,16.0,1,1,1,1,0.0,1,Low-Engagement Employers
Skyepack,1,11.5,1,1,1,1,0.0,1,Low-Engagement Employers
Skylight Financial Group,1,12.5,1,1,1,1,0.0,1,Low-Engagement Employers
SlateUp Inc,1,10.0,1,1,1,1,0.0,1,Low-Engagement Employers
Smearcase Frozen Cottage Cheese,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Snow Commerce,2,15.0,1,1,2,2,0.0,2,Core Relationship Employers
Snowie Cincinnati,1,18.0,1,1,1,1,0.0,1,Low-Engagement Employers
Soccer City,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
"Soccer Village, Inc",1,17.3,1,1,1,1,0.0,1,Low-Engagement Employers
Sodexo,4,16.0,2,1,2,2,0.0,2,Core Relationship Employers
Solar Pros,2,20.71,2,1,1,1,0.0,1,Low-Engagement Employers
Solar Tint and ST Graphics,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
Sole Revival,1,12.0,1,1,1,1,0.0,1,Low-Engagement Employers
Soles4Souls,2,13.940000000000001,1,1,2,2,0.0,2,Core Relationship Employers
Somerville & Co,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
South Bend Woodworks LLC,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
Southern Ohio Pizza INC,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Southwest Airlines,3,16.0,3,1,2,1,0.0,1,Low-Engagement Employers
SpaceX,1,21.0,1,1,1,1,0.0,1,Low-Engagement Employers
Spectrum,1,17.5,1,1,1,1,0.0,1,Low-Engagement Employers
Speedway LLC,2,14.125,2,1,1,1,0.0,1,Low-Engagement Employers
"Speedway, LLC",3,14.5,2,1,2,2,0.0,2,Core Relationship Employers
Spherion Staffing,2,16.2,1,2,2,2,0.0,2,Core Relationship Employers
Spirit Consulting,1,21.0,1,1,1,1,0.0,1,Low-Engagement Employers
Sports Force Parks at Cedar Point Sports Center,1,6.25,1,1,1,1,0.0,1,Low-Engagement Employers
Sports Info Solutions,1,7.75,1,1,1,1,0.0,1,Low-Engagement Employers
Sprints Athletic Apparel,1,16.0,1,1,1,1,0.0,1,Low-Engagement Employers
St Henry tile Co,1,16.0,1,1,1,1,0.0,1,Low-Engagement Employers
St. Bernard Soap Company,2,20.0,1,1,1,2,0.0,1,Low-Engagement Employers
St. Xavier High School,2,12.25,1,1,2,2,0.0,2,Core Relationship Employers
Staffing Consultant,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
Stage Door Studios,1,12.5,1,1,1,1,0.0,1,Low-Engagement Employers
Stand Energy,2,15.0,1,1,1,2,0.0,1,Low-Engagement Employers
Standard Textile,5,15.8,3,1,1,2,0.0,2,Core Relationship Employers
StandardAero,1,20.0,1,1,1,1,0.0,1,Low-Engagement Employers
Standex Electronics,1,16.5,1,1,1,1,0.0,1,Low-Engagement Employers
Start Something Bold,3,17.166666666666668,1,1,2,3,0.0,2,Core Relationship Employers
State Farm,13,15.961538461538462,5,2,6,3,0.0,0,Strategic High-Volume Partners
State Farm - Ashlee Kennedy Agency,2,14.75,1,1,2,2,0.0,2,Core Relationship Employers
State Farm - Mike Dailey Agency,1,14.0,1,1,1,1,0.0,1,Low-Engagement Employers
State Farm Enterprise Technology,1,28.0,1,1,1,1,0.0,1,Low-Engagement Employers
State Farm Insurance,2,13.5,2,2,2,2,0.0,2,Core Relationship Employers
State Farm Insurance - Virgil Lovitt,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
State Farm Insurance / Mike Dailey Agency,2,14.0,2,1,2,2,0.0,2,Core Relationship Employers
State Farm Insurance Companies,2,16.5,2,1,2,2,0.0,2,Core Relationship Employers
State Farm- mark miklautsch,1,13.0,1,1,1,1,0.0,1,Low-Engagement Employers
State of Ohio,1,16.0,1,1,1,1,0.0,1,Low-Engagement Employers
Steiden Law Offices,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Steinberg Talent Management,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
"Steinhauser, Inc",2,17.0,1,1,2,2,0.0,2,Core Relationship Employers
Sterling Transitions,1,10.0,1,1,1,1,0.0,1,Low-Engagement Employers
Stifel,2,92.335,2,1,2,1,0.0,1,Low-Engagement Employers
Stomp City Blitz,2,10.0,1,1,1,2,0.0,1,Low-Engagement Employers
Stonewood Products,1,16.0,1,1,1,1,0.0,1,Low-Engagement Employers
Storopack,1,18.5,1,1,1,1,0.0,1,Low-Engagement Employers
"Stout Risius Ross, LLC",1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Strategic Insurance Software,1,12.0,1,1,1,1,0.0,1,Low-Engagement Employers
Strategic Wealth Partners,1,16.0,1,1,1,1,0.0,1,Low-Engagement Employers
Stryker,2,19.0,2,1,2,1,0.0,1,Low-Engagement Employers
Student Painters,6,19.0,5,3,3,1,0.0,0,Strategic High-Volume Partners
Stumps Lanes Westside Bowling,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Stumps Westside Bowling,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Sugar Creek Brandworthy Food Solutions,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
SugarCreek,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
SugarCreek Packing CO,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Summit Financial Group,1,4.37,1,1,1,1,0.0,1,Low-Engagement Employers
Summit Financial Strategies,2,15.5,1,1,2,1,0.0,1,Low-Engagement Employers
Sun Communities,2,13.0,1,1,2,1,0.0,1,Low-Engagement Employers
Sun Communities- Camp Jellystone,2,14.0,1,1,1,2,0.0,1,Low-Engagement Employers
Sunchodesa,1,8.0,1,1,1,1,0.0,1,Low-Engagement Employers
Sundance Property Management LLC,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
"Superior Credit Union, Inc",1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
SureImpact,1,20.0,1,1,1,1,0.0,1,Low-Engagement Employers
Sureimpact,1,20.0,1,1,1,1,0.0,1,Low-Engagement Employers
Surge Staffing,1,20.0,1,1,1,1,0.0,1,Low-Engagement Employers
Surgere,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Surreal Entertainment,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
Swagelok Company,2,18.5,2,1,2,1,0.0,1,Low-Engagement Employers
Sweet Dahlia Vintage,1,35.0,1,1,1,1,0.0,1,Low-Engagement Employers
Sweet Dahlia Vintage / Pixel 19,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Swisslog,1,16.0,1,1,0,1,0.0,1,Low-Engagement Employers
Sydney Uni Sport & Fitness,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Symmetry Systems,1,20.0,1,1,1,1,0.0,1,Low-Engagement Employers
Syncom Space Services,1,16.0,1,1,1,1,0.0,1,Low-Engagement Employers
T Marzetti,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
TCP Lighting,1,18.0,1,1,1,1,0.0,1,Low-Engagement Employers
"TECH-Nique, Inc",1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
TEMPOE,2,16.0,2,1,1,1,0.0,1,Low-Engagement Employers
TENTE,1,18.0,1,1,1,1,0.0,1,Low-Engagement Employers
THE CONNELL GROUP,1,17.5,1,1,1,1,0.0,1,Low-Engagement Employers
"THOR Investment Management, Inc",4,14.5,1,1,2,3,0.0,2,Core Relationship Employers
"THOR Wealth Management, Inc",4,15.25,2,1,3,2,0.0,2,Core Relationship Employers
THP Limited,1,18.5,1,1,1,1,0.0,1,Low-Engagement Employers
TJX,3,18.0,2,1,3,2,0.0,2,Core Relationship Employers
TJX Companies,34,18.670588235294115,9,2,4,4,0.0,0,Strategic High-Volume Partners
TJX Companies (WFU Only),1,17.3,1,1,1,1,0.0,1,Low-Engagement Employers
TMTS,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
TMap,1,10.0,1,1,1,1,0.0,1,Low-Engagement Employers
TNT Fireworks,1,14.0,1,1,1,1,0.0,1,Low-Engagement Employers
TOYOTA,27,24.16148148148148,10,2,5,3,0.0,0,Strategic High-Volume Partners
TP4,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
TP4 Advisors,1,20.59,1,1,1,1,0.0,1,Low-Engagement Employers
TPC Packaging Solutions,1,15.5,1,1,1,1,0.0,1,Low-Engagement Employers
TQL (Total Quality Logistics),22,17.469545454545454,7,1,5,3,0.0,2,Core Relationship Employers
TREW Automation,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
TRG International,1,18.0,1,1,1,1,0.0,1,Low-Engagement Employers
TRIO Commercial Property Group,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
TRN Staffing - The Reserves Network,2,15.0,1,1,1,2,0.0,1,Low-Engagement Employers
TSC Apparel,3,11.333333333333334,2,1,2,3,0.0,2,Core Relationship Employers
TSS Truck Service,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
TTR Shipping,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
TXJ,1,33.33,1,1,1,1,0.0,1,Low-Engagement Employers
"Takatsu Manufacturing North America, Inc",1,40.0,1,1,1,1,0.0,1,Low-Engagement Employers
Takeda Pharmaceuticals,1,22.0,1,1,1,1,0.0,1,Low-Engagement Employers
Talent Ally,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
TanCo Consulting and Trading Joint Stock Company (TanCo JSC.),1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Target,8,16.7375,6,2,3,4,0.0,0,Strategic High-Volume Partners
Targeted Victory,1,16.0,1,1,1,1,0.0,1,Low-Engagement Employers
Taros Chemicals GmbH & Co. KG,1,30.71,1,1,1,1,0.0,1,Low-Engagement Employers
Tata Consultancy Services,5,19.2,4,1,2,2,0.0,2,Core Relationship Employers
Taylor Hyundai of Perrysburg,1,10.0,1,1,1,1,0.0,1,Low-Engagement Employers
Taylor and Pond,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
Tecstone Granite,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Tekion,1,75.0,1,1,1,1,0.0,1,Low-Engagement Employers
Tele-Vac Environmental,2,17.0,1,1,2,2,0.0,2,Core Relationship Employers
Telluride Real Estate Corp,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
Teron Lighting,1,18.0,1,1,1,1,0.0,1,Low-Engagement Employers
Terry & Associates CPA,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
"Terry & Associates, CPA",4,21.0,3,1,3,3,0.0,2,Core Relationship Employers
Terry and Associates,3,17.666666666666668,1,1,2,3,0.0,2,Core Relationship Employers
Terry and Associates CPA,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Tesla,4,21.5,3,1,4,2,0.0,2,Core Relationship Employers
Tesouro,3,17.0,1,1,2,2,0.0,2,Core Relationship Employers
"Tesouro HQ, Inc",1,22.0,1,1,1,1,0.0,1,Low-Engagement Employers
Tetra Pak,1,18.0,1,1,1,1,0.0,1,Low-Engagement Employers
Texas Roadhouse,1,18.25,1,1,1,1,0.0,1,Low-Engagement Employers
The AZEK Company,1,18.0,1,1,1,1,0.0,1,Low-Engagement Employers
The Andersons Inc,1,20.0,1,1,1,1,0.0,1,Low-Engagement Employers
The Antiochian Village,3,17.0,1,1,1,3,0.0,2,Core Relationship Employers
The Archer Daniels Midland Company,2,17.0,1,1,2,1,0.0,1,Low-Engagement Employers
The Armor Group,10,16.6,6,2,3,3,0.0,0,Strategic High-Volume Partners
"The Armored Group, LLC",1,16.0,1,1,1,1,0.0,1,Low-Engagement Employers
The Bagelry,1,18.25,1,1,1,1,0.0,1,Low-Engagement Employers
The Bath State Bank,1,17.5,1,1,1,1,0.0,1,Low-Engagement Employers
The Boeing Company,3,21.026666666666667,3,1,3,1,0.0,1,Low-Engagement Employers
The Brand Evaluator,1,12.5,1,1,1,1,0.0,1,Low-Engagement Employers
The Buckle Inc,2,11.0,1,1,2,2,0.0,2,Core Relationship Employers
The Christ Hospital Health Network,4,16.875,3,1,3,2,0.0,2,Core Relationship Employers
The Christ Hospital Helath Network,2,16.0,1,1,2,2,0.0,2,Core Relationship Employers
The Cincinnati Insurance Companies,71,16.830985915492956,13,2,7,3,0.0,0,Strategic High-Volume Partners
The Cindy Shetterly Team of Keller Williams,1,12.0,1,1,1,1,0.0,1,Low-Engagement Employers
The Coca-Cola Company,1,10.0,1,1,1,1,0.0,1,Low-Engagement Employers
The Columbus Team,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
The Connell Group,1,5.33,1,1,1,1,0.0,1,Low-Engagement Employers
The Cookie Jar,1,17.3,1,1,1,1,0.0,1,Low-Engagement Employers
The David J. Joseph Company,2,16.5,2,2,2,1,0.0,1,Low-Engagement Employers
The David J. Joseph Company (DJJ),5,16.8,3,1,2,3,0.0,2,Core Relationship Employers
The Deacon,1,14.75,1,1,1,1,0.0,1,Low-Engagement Employers
The Droza Group,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
The E.W. Scripps Company,4,15.0,2,1,2,1,0.0,1,Low-Engagement Employers
The Evelo|Singer|Sullivan|Bruegge Group,2,19.5,1,1,1,2,0.0,1,Low-Engagement Employers
The Fischer Group,2,18.0,2,1,2,1,0.0,1,Low-Engagement Employers
The Funnel Cake Tree,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
The Garage Group,2,13.0,1,1,1,2,0.0,1,Low-Engagement Employers
The Goering Center,1,12.75,1,1,1,1,0.0,1,Low-Engagement Employers
The Greentree Group,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
The Hanover Insurance Group,1,20.0,1,1,1,1,0.0,1,Low-Engagement Employers
The Health Collaborative,6,14.945,3,1,2,3,0.0,2,Core Relationship Employers
The Hershey Company,13,19.923076923076923,4,1,5,3,0.0,2,Core Relationship Employers
The Hillman Group,15,17.4,5,1,6,3,0.0,2,Core Relationship Employers
The Home Depot,2,17.15,2,1,2,1,0.0,1,Low-Engagement Employers
The Joint Stock Commercial Bank for Investment and Development of Vietnam (BIDV),2,15.0,1,1,2,2,0.0,2,Core Relationship Employers
The Kroger Co,27,16.925925925925927,9,2,5,3,0.037037037037037035,0,Strategic High-Volume Partners
The Kroger Co. - Cincinnati,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
The Kroger Company,22,16.32318181818182,7,2,3,3,0.0,0,Strategic High-Volume Partners
The Learning Commons,2,9.375,1,1,2,1,0.0,1,Low-Engagement Employers
The Little Tikes Company,1,16.0,1,1,1,1,0.0,1,Low-Engagement Employers
The Loring Group,1,12.0,1,1,1,1,0.0,1,Low-Engagement Employers
The Lyon Group,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
The MJ Companies,1,18.0,1,1,1,1,0.0,1,Low-Engagement Employers
The Marketing Pack,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
The Model Group,3,16.333333333333332,2,1,2,2,0.0,2,Core Relationship Employers
The Montrose Group,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
The Motiv App,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
The Motz Group,17,14.539411764705884,9,1,5,3,0.0,0,Strategic High-Volume Partners
The Nielsen Company,2,18.4,2,1,1,1,0.0,1,Low-Engagement Employers
The Normandy Group,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
The Office of Senator Bernie Moreno,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
The Ohio Department of Taxation,4,20.83,2,1,3,1,0.0,1,Low-Engagement Employers
The Paddle Shack,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
The Pitch Cincinnati,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
The Port of Greater Cincinnati Development Authority,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
The Premier Resources Group,1,14.0,1,1,1,1,0.0,1,Low-Engagement Employers
The Records Company,1,14.0,1,1,1,1,0.0,1,Low-Engagement Employers
The Reky Group,1,18.0,1,1,1,1,0.0,1,Low-Engagement Employers
The Reserves Network,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
The Retail Odyssey,1,18.0,1,1,1,1,0.0,1,Low-Engagement Employers
The Ridge Ohio,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
The Ruhlin Company,1,16.0,1,1,1,1,0.0,1,Low-Engagement Employers
The Scotts Miracle-Gro Company,6,17.666666666666668,2,2,3,3,0.16666666666666666,2,Core Relationship Employers
The Shepherd Chemical Company,6,18.165000000000003,2,1,2,3,0.0,2,Core Relationship Employers
The Shepherd Color Company,6,19.951666666666664,3,2,2,3,0.0,2,Core Relationship Employers
The Shepherd Material Science Company,3,19.849999999999998,1,1,3,2,0.0,2,Core Relationship Employers
"The TJX Companies, Inc.: Student & Early In Career Programs",5,18.78,3,1,3,2,0.0,2,Core Relationship Employers
The Timken Company,1,18.25,1,1,1,1,0.0,1,Low-Engagement Employers
The Toggery Resale Boutique,1,14.0,1,1,1,1,0.0,1,Low-Engagement Employers
The Union Bank Company,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
The United States Playing Card Company,1,18.0,1,1,1,1,0.0,1,Low-Engagement Employers
The University of Cincinnati Campus Recreation Center,1,11.15,1,1,1,1,0.0,1,Low-Engagement Employers
The University of Cincinnati Foundation,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
The Voice of Your Customer,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
The Walt Disney Company,19,15.18421052631579,6,1,5,3,0.0,2,Core Relationship Employers
The Wendy's Company,2,24.0,1,1,2,2,0.0,2,Core Relationship Employers
Thermo Fisher Scientific,3,17.333333333333332,1,1,2,3,0.0,2,Core Relationship Employers
Third Federal Savings and Loan,1,12.0,1,1,1,1,0.0,1,Low-Engagement Employers
Thirty-One Gifts,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
Thogus,1,11.0,1,1,1,1,0.0,1,Low-Engagement Employers
Thomas H. Bergman & Assoc LLC,2,14.0,1,1,2,2,0.0,2,Core Relationship Employers
Thompson-Boerger Insurance,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Thrive Companies,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
ThriveCash,1,10.0,1,1,1,1,0.0,1,Low-Engagement Employers
Thunderdome Restaurant Group,3,17.416666666666668,1,2,3,2,0.0,2,Core Relationship Employers
TiER1 Performance,14,17.357142857142858,2,2,6,3,0.0,0,Strategic High-Volume Partners
Tidwell Group,2,23.5,2,1,2,1,0.0,1,Low-Engagement Employers
Tier One Business Solutions,1,16.0,1,1,1,1,0.0,1,Low-Engagement Employers
TikTok Inc,1,18.0,1,1,1,1,0.0,1,Low-Engagement Employers
Time to Give,1,12.88,1,1,1,1,0.0,1,Low-Engagement Employers
Timet,2,19.0,1,1,1,2,0.0,1,Low-Engagement Employers
Tire Discounters,20,17.572499999999998,8,1,5,3,0.0,0,Strategic High-Volume Partners
Titan Hospitality LLC,2,17.0,1,1,1,2,0.0,1,Low-Engagement Employers
Tiverton Advisors LLC,1,16.0,1,1,1,1,0.0,1,Low-Engagement Employers
Toledo Mud Hens & Toledo Walleye,1,12.0,1,1,1,1,0.0,1,Low-Engagement Employers
Tory Burch,1,17.3,1,1,1,1,0.0,1,Low-Engagement Employers
Total Quality Logistics,8,20.49125,4,1,2,3,0.0,2,Core Relationship Employers
Totally Promotional,1,18.0,1,1,1,1,0.0,1,Low-Engagement Employers
Touchstone Investments,2,17.0,1,1,2,1,0.0,1,Low-Engagement Employers
Toyota Material Handling,2,21.0,1,1,2,1,0.0,1,Low-Engagement Employers
Toyota Motor North America,5,19.8,4,2,4,3,0.0,2,Core Relationship Employers
Toyota Motor North America Inc,1,22.0,1,1,1,1,1.0,3,Premium Remote / Specialized Employers
Toyota North America,3,18.0,3,1,1,1,0.0,1,Low-Engagement Employers
Trails End Camp,1,37.5,1,1,1,1,0.0,1,Low-Engagement Employers
Trane Technologies,1,18.0,1,1,1,1,0.0,1,Low-Engagement Employers
Transamerica,4,19.9425,1,2,2,2,0.0,2,Core Relationship Employers
Transamerica Agency Network,1,20.59,1,1,1,1,0.0,1,Low-Engagement Employers
"Transamerica Financial Advisors, Inc",1,18.0,1,1,1,1,0.0,1,Low-Engagement Employers
"Transpak, Inc",1,24.0,1,1,1,1,0.0,1,Low-Engagement Employers
Transplace,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
"Travel Butler County, Ohio",3,14.0,1,1,2,2,0.0,2,Core Relationship Employers
Travel Centers of America,2,16.0,2,1,1,1,0.0,1,Low-Engagement Employers
Travelcenters of America,1,12.0,1,1,1,1,0.0,1,Low-Engagement Employers
Travelers Insurance,1,20.0,1,1,1,1,0.0,1,Low-Engagement Employers
Travelers Insurance - Cleveland,1,18.0,1,1,1,1,0.0,1,Low-Engagement Employers
Treasure Island Resort & Casino,1,15.88,1,1,1,1,0.0,1,Low-Engagement Employers
Trew Automation,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
"Tri-State Plan Administration, Inc",1,16.0,1,1,1,1,0.0,1,Low-Engagement Employers
TriHealth,1,16.0,1,1,1,1,0.0,1,Low-Engagement Employers
TriVersity Construction LLC,3,17.833333333333332,2,1,3,3,0.0,2,Core Relationship Employers
"Trilogy Health Services, LLC",2,16.0,1,1,1,2,0.0,1,Low-Engagement Employers
Trilogy realty and development,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Trimble,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
"Trimble, Inc",4,20.25,4,1,2,1,0.0,1,Low-Engagement Employers
Trinity Guardion,1,18.0,1,1,1,1,0.0,1,Low-Engagement Employers
"Trinity Guardion, Inc",1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Trinity Wealth Management,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Trinketshop,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Tripack,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Triquetra Health,1,18.0,1,1,1,1,0.0,1,Low-Engagement Employers
Triversity Construction,3,16.0,2,1,1,2,0.0,1,Low-Engagement Employers
TruGreen Lawncare,1,14.5,1,1,1,1,0.0,1,Low-Engagement Employers
Truce Capital Advisors,5,17.6,2,1,3,3,0.0,2,Core Relationship Employers
Truckbase Inc,1,18.0,1,1,1,1,0.0,1,Low-Engagement Employers
Trueblood Wealth Management,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
Truepoint Wealth Counsel,4,18.25,2,1,3,3,0.0,2,Core Relationship Employers
Truepoint Wealth Counseling,1,18.0,1,1,1,1,0.0,1,Low-Engagement Employers
Trustaff,1,16.5,1,1,1,1,0.0,1,Low-Engagement Employers
Turner Broadcasting System,1,12.0,1,1,1,1,0.0,1,Low-Engagement Employers
Turner Construction Company,5,17.9,3,1,4,2,0.0,2,Core Relationship Employers
Two Roads Advisors,2,16.0,1,2,2,2,0.0,2,Core Relationship Employers
U Pull and Pay,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
"U.G.N., Inc",1,16.0,1,1,1,1,0.0,1,Low-Engagement Employers
U.S. Army,1,20.25,1,1,1,1,0.0,1,Low-Engagement Employers
U.S. Bank,5,22.8,3,1,2,2,0.0,2,Core Relationship Employers
U.S. Department of Defense,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
U.S. Department of Labor,2,17.445,1,1,2,2,0.0,2,Core Relationship Employers
UA Ruhr,1,11.5,1,1,1,1,0.0,1,Low-Engagement Employers
UBS,8,19.22125,3,1,6,3,0.0,2,Core Relationship Employers
UBS Financial Services,14,15.5,4,2,5,3,0.0,0,Strategic High-Volume Partners
UBS Private Wealth Management,1,16.0,1,1,1,1,0.0,1,Low-Engagement Employers
UC Athletics,3,14.65,2,1,3,2,0.0,2,Core Relationship Employers
UC Athletics' ESPN+ Productions- MRPO 2031,1,16.25,1,1,1,1,0.0,1,Low-Engagement Employers
UC Campus Services,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
UC Center for Business Analytics,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
UC Endowment Fund,1,13.0,1,1,1,1,0.0,1,Low-Engagement Employers
UC Endowment Investment Office,1,15.0,1,1,1,1,0.0,1,Low-Engagement Employers
UC Enrollment Services,1,12.0,1,1,1,1,0.0,1,Low-Engagement Employers
UC Enrollment services,1,12.0,1,1,1,1,0.0,1,Low-Engagement Employers
UC Foundation,2,15.5,2,1,2,1,0.0,1,Low-Engagement Employers
UC Health,9,15.222222222222221,4,1,5,3,0.0,2,Core Relationship Employers
UC Investment Office,2,17.0,1,1,2,2,0.0,2,Core Relationship Employers
UC Learning Commons,1,10.0,1,1,1,1,0.0,1,Low-Engagement Employers
UC Libraries,1,20.0,1,1,1,1,0.0,1,Low-Engagement Employers
UC Lindner Foundation,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
UC Lindner Urban Impact Studio,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
UC Online,2,15.0,1,1,1,2,0.0,1,Low-Engagement Employers
UC RED,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
UC Resident Education and Development,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
UC Simulation Center,4,17.75,2,1,2,2,0.0,2,Core Relationship Employers
UC Simulation Center - Procter & Gamble Collaboration,1,19.0,1,1,1,1,0.0,1,Low-Engagement Employers
UC Sponsered Research Services Accounting,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
UC Staff Success Center,1,11.0,1,1,1,1,0.0,1,Low-Engagement Employers
UDRI,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
UGN,1,16.0,1,1,1,1,0.0,1,Low-Engagement Employers
UHY LLP,5,27.4,1,1,2,2,0.0,2,Core Relationship Employers
UKG,5,18.0,1,1,1,2,0.0,1,Low-Engagement Employers
UMC Food Ministry,1,17.0,1,1,1,1,0.0,1,Low-Engagement Employers
UPS,4,18.275,3,1,2,2,0.0,2,Core Relationship Employers
UPS Supply Chain Solutions,1,18.29,1,1,1,1,0.0,1,Low-Engagement Employers
URBN,1,12.0,1,1,1,1,0.0,1,Low-Engagement Employers
"URBN (Anthropologie, BHLDN, Free People, Terrain, Urban Outfitters)",1,17.3,1,1,1,1,0.0,1,Low-Engagement Employers
